id,insert_time,create_time,last_modify_time,personid,courseid,clazzid,type,fid
,"	2022-02-23 08:41:06	","	2022-02-23 08:41:06	","	2022-02-23 08:41:06	","	147393729	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:07	","	2022-02-23 08:41:07	","	2022-02-23 08:41:07	","	147375404	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:07	","	2022-02-23 08:41:07	","	2022-02-23 08:41:07	","	147386012	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:07	","	2022-02-23 08:41:07	","	2022-02-23 08:41:07	","	147377981	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:07	","	2022-02-23 08:41:07	","	2022-02-23 08:41:07	","	147380029	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:08	","	2022-02-23 08:41:08	","	2022-02-23 08:41:08	","	147393186	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:09	","	2022-02-23 08:41:09	","	2022-02-23 08:41:09	","	147391555	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:09	","	2022-02-23 08:41:09	","	2022-02-23 08:41:09	","	147392991	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:09	","	2022-02-23 08:41:09	","	2022-02-23 08:41:09	","	147393822	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:11	","	2022-02-23 08:41:11	","	2022-02-23 08:41:11	","	147385948	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:15	","	2022-02-23 08:41:15	","	2022-02-23 08:41:15	","	147392412	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:17	","	2022-02-23 08:41:17	","	2022-02-23 08:41:17	","	147393466	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:17	","	2022-02-23 08:41:17	","	2022-02-23 08:41:17	","	147381340	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:41:18	","	2022-02-23 08:41:18	","	2022-02-23 08:41:18	","	147392147	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:21	","	2022-02-23 08:41:21	","	2022-02-23 08:41:21	","	147391144	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:22	","	2022-02-23 08:41:22	","	2022-02-23 08:41:22	","	147392826	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:23	","	2022-02-23 08:41:23	","	2022-02-23 08:41:23	","	147387160	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:26	","	2022-02-23 08:41:26	","	2022-02-23 08:41:26	","	147387938	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:31	","	2022-02-23 08:41:31	","	2022-02-23 08:41:31	","	147386142	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:31	","	2022-02-23 08:41:31	","	2022-02-23 08:41:31	","	147385872	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:31	","	2022-02-23 08:41:31	","	2022-02-23 08:41:31	","	147377989	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:35	","	2022-02-23 08:41:35	","	2022-02-23 08:41:35	","	147388450	","	222865147	","	51154010	","	PreampAnswerLog	",1727
,"	2022-02-23 08:41:55	","	2022-02-23 08:41:55	","	2022-02-23 08:41:55	","	147393408	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:41:57	","	2022-02-23 08:41:57	","	2022-02-23 08:41:57	","	147391144	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:41:57	","	2022-02-23 08:41:57	","	2022-02-23 08:41:57	","	147393408	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:42:13	","	2022-02-23 08:42:13	","	2022-02-23 08:42:13	","	147375598	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:42:20	","	2022-02-23 08:42:20	","	2022-02-23 08:42:20	","	147372806	","	223018597	","	51541153	","	accesslog	",1727
,"	2022-02-23 08:42:36	","	2022-02-23 08:42:36	","	2022-02-23 08:42:36	","	147372346	","	223018597	","	51541153	","	accesslog	",1727
,"	2022-02-23 08:43:15	","	2022-02-23 08:43:15	","	2022-02-23 08:43:15	","	147380029	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:44:00	","	2022-02-23 08:44:00	","	2022-02-23 08:44:00	","	147393408	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:44:11	","	2022-02-23 08:44:11	","	2022-02-23 08:44:11	","	147373459	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:44:13	","	2022-02-23 08:44:13	","	2022-02-23 08:44:13	","	147380029	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:44:15	","	2022-02-23 08:44:15	","	2022-02-23 08:44:15	","	147389605	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:44:49	","	2022-02-23 08:44:49	","	2022-02-23 08:44:49	","	147380029	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:44:55	","	2022-02-23 08:44:55	","	2022-02-23 08:44:55	","	147372824	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:45:05	","	2022-02-23 08:45:05	","	2022-02-23 08:45:05	","	147375584	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:45:12	","	2022-02-23 08:45:12	","	2022-02-23 08:45:12	","	113072940	","	222865147	","	51154010	","	TWorkLog	",1727
,"	2022-02-23 08:46:40	","	2022-02-23 08:46:40	","	2022-02-23 08:46:40	","	147393611	","	223018597	","	51541153	","	accesslog	",1727
,"	2022-02-23 08:46:44	","	2022-02-23 08:46:44	","	2022-02-23 08:46:44	","	147393765	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:47:03	","	2022-02-23 08:47:03	","	2022-02-23 08:47:03	","	111944907	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:47:06	","	2022-02-23 08:47:06	","	2022-02-23 08:47:06	","	147389607	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:47:14	","	2022-02-23 08:47:14	","	2022-02-23 08:47:14	","	147384506	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:47:20	","	2022-02-23 08:47:20	","	2022-02-23 08:47:20	","	147393765	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:48:06	","	2022-02-23 08:48:06	","	2022-02-23 08:48:06	","	147375584	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:48:09	","	2022-02-23 08:48:09	","	2022-02-23 08:48:09	","	147375584	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:48:16	","	2022-02-23 08:48:16	","	2022-02-23 08:48:16	","	147392700	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:48:22	","	2022-02-23 08:48:22	","	2022-02-23 08:48:22	","	147392700	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:48:27	","	2022-02-23 08:48:27	","	2022-02-23 08:48:27	","	147393625	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:49:03	","	2022-02-23 08:49:03	","	2022-02-23 08:49:03	","	147392626	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:49:29	","	2022-02-23 08:49:29	","	2022-02-23 08:49:29	","	147393625	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:50:15	","	2022-02-23 08:50:15	","	2022-02-23 08:50:15	","	147389607	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:50:42	","	2022-02-23 08:50:42	","	2022-02-23 08:50:42	","	147393625	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:50:46	","	2022-02-23 08:50:46	","	2022-02-23 08:50:46	","	147385984	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:50:49	","	2022-02-23 08:50:49	","	2022-02-23 08:50:49	","	147374043	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:51:17	","	2022-02-23 08:51:17	","	2022-02-23 08:51:17	","	147393458	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:51:39	","	2022-02-23 08:51:39	","	2022-02-23 08:51:39	","	147377989	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:51:52	","	2022-02-23 08:51:52	","	2022-02-23 08:51:52	","	147385984	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:52:11	","	2022-02-23 08:52:11	","	2022-02-23 08:52:11	","	147390218	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:52:11	","	2022-02-23 08:52:11	","	2022-02-23 08:52:11	","	147393765	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:52:17	","	2022-02-23 08:52:17	","	2022-02-23 08:52:17	","	147380033	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:52:23	","	2022-02-23 08:52:23	","	2022-02-23 08:52:23	","	111945055	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:52:43	","	2022-02-23 08:52:43	","	2022-02-23 08:52:43	","	147375598	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:52:46	","	2022-02-23 08:52:46	","	2022-02-23 08:52:46	","	147393765	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:52:47	","	2022-02-23 08:52:47	","	2022-02-23 08:52:47	","	147392147	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:53:04	","	2022-02-23 08:53:04	","	2022-02-23 08:53:04	","	147393280	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:53:06	","	2022-02-23 08:53:06	","	2022-02-23 08:53:06	","	147393625	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:53:15	","	2022-02-23 08:53:15	","	2022-02-23 08:53:15	","	147392568	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:53:17	","	2022-02-23 08:53:17	","	2022-02-23 08:53:17	","	147373220	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:53:18	","	2022-02-23 08:53:18	","	2022-02-23 08:53:18	","	147386156	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:53:38	","	2022-02-23 08:53:38	","	2022-02-23 08:53:38	","	147393822	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:53:42	","	2022-02-23 08:53:42	","	2022-02-23 08:53:42	","	147385851	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:54:04	","	2022-02-23 08:54:04	","	2022-02-23 08:54:04	","	147389601	","	222760546	","	50868133	","	accesslog	",1727
,"	2022-02-23 08:54:09	","	2022-02-23 08:54:09	","	2022-02-23 08:54:09	","	147386338	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:54:23	","	2022-02-23 08:54:23	","	2022-02-23 08:54:23	","	147374866	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:54:41	","	2022-02-23 08:54:41	","	2022-02-23 08:54:41	","	147388560	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:54:42	","	2022-02-23 08:54:42	","	2022-02-23 08:54:42	","	147387412	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:54:49	","	2022-02-23 08:54:49	","	2022-02-23 08:54:49	","	147393765	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:54:51	","	2022-02-23 08:54:51	","	2022-02-23 08:54:51	","	147388560	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:54:54	","	2022-02-23 08:54:54	","	2022-02-23 08:54:54	","	147383999	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:00	","	2022-02-23 08:55:00	","	2022-02-23 08:55:00	","	147392826	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:04	","	2022-02-23 08:55:04	","	2022-02-23 08:55:04	","	147389815	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:10	","	2022-02-23 08:55:10	","	2022-02-23 08:55:10	","	147373053	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:55:20	","	2022-02-23 08:55:20	","	2022-02-23 08:55:20	","	147390425	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:21	","	2022-02-23 08:55:21	","	2022-02-23 08:55:21	","	147388665	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:34	","	2022-02-23 08:55:34	","	2022-02-23 08:55:34	","	113072940	","	222865147	","	51154010	","	TWorkLog	",1727
,"	2022-02-23 08:55:35	","	2022-02-23 08:55:35	","	2022-02-23 08:55:35	","	147387620	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:39	","	2022-02-23 08:55:39	","	2022-02-23 08:55:39	","	147385948	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:41	","	2022-02-23 08:55:41	","	2022-02-23 08:55:41	","	147379203	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:42	","	2022-02-23 08:55:42	","	2022-02-23 08:55:42	","	147391555	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:42	","	2022-02-23 08:55:42	","	2022-02-23 08:55:42	","	147391245	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:43	","	2022-02-23 08:55:43	","	2022-02-23 08:55:43	","	147382352	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:43	","	2022-02-23 08:55:43	","	2022-02-23 08:55:43	","	147385872	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:47	","	2022-02-23 08:55:47	","	2022-02-23 08:55:47	","	147393625	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:55:53	","	2022-02-23 08:55:53	","	2022-02-23 08:55:53	","	111944907	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:55:55	","	2022-02-23 08:55:55	","	2022-02-23 08:55:55	","	147386014	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:55:55	","	2022-02-23 08:55:55	","	2022-02-23 08:55:55	","	147386142	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:56:00	","	2022-02-23 08:56:00	","	2022-02-23 08:56:00	","	147375584	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:56:03	","	2022-02-23 08:56:03	","	2022-02-23 08:56:03	","	147381066	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:56:04	","	2022-02-23 08:56:04	","	2022-02-23 08:56:04	","	147389607	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:56:05	","	2022-02-23 08:56:05	","	2022-02-23 08:56:05	","	147373053	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:56:08	","	2022-02-23 08:56:08	","	2022-02-23 08:56:08	","	147373053	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:56:11	","	2022-02-23 08:56:11	","	2022-02-23 08:56:11	","	147390631	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:56:21	","	2022-02-23 08:56:21	","	2022-02-23 08:56:21	","	147386144	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:56:25	","	2022-02-23 08:56:25	","	2022-02-23 08:56:25	","	147387160	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:56:32	","	2022-02-23 08:56:32	","	2022-02-23 08:56:32	","	147393765	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:56:41	","	2022-02-23 08:56:41	","	2022-02-23 08:56:41	","	147383619	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:56:42	","	2022-02-23 08:56:42	","	2022-02-23 08:56:42	","	147392700	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:56:43	","	2022-02-23 08:56:43	","	2022-02-23 08:56:43	","	147382537	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:56:46	","	2022-02-23 08:56:46	","	2022-02-23 08:56:46	","	147375598	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:56:59	","	2022-02-23 08:56:59	","	2022-02-23 08:56:59	","	147387824	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:01	","	2022-02-23 08:57:01	","	2022-02-23 08:57:01	","	147375946	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:02	","	2022-02-23 08:57:02	","	2022-02-23 08:57:02	","	147386196	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:08	","	2022-02-23 08:57:08	","	2022-02-23 08:57:08	","	147393458	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:15	","	2022-02-23 08:57:15	","	2022-02-23 08:57:15	","	147388768	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:16	","	2022-02-23 08:57:16	","	2022-02-23 08:57:16	","	147380033	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:18	","	2022-02-23 08:57:18	","	2022-02-23 08:57:18	","	147385984	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:18	","	2022-02-23 08:57:18	","	2022-02-23 08:57:18	","	190787799	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:57:20	","	2022-02-23 08:57:20	","	2022-02-23 08:57:20	","	147381340	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:23	","	2022-02-23 08:57:23	","	2022-02-23 08:57:23	","	147381979	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:25	","	2022-02-23 08:57:25	","	2022-02-23 08:57:25	","	147381995	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:29	","	2022-02-23 08:57:29	","	2022-02-23 08:57:29	","	147393729	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:36	","	2022-02-23 08:57:36	","	2022-02-23 08:57:36	","	147391144	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:53	","	2022-02-23 08:57:53	","	2022-02-23 08:57:53	","	147386014	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:57:54	","	2022-02-23 08:57:54	","	2022-02-23 08:57:54	","	147383619	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:57:56	","	2022-02-23 08:57:56	","	2022-02-23 08:57:56	","	147383619	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:57:59	","	2022-02-23 08:57:59	","	2022-02-23 08:57:59	","	147388560	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:58:09	","	2022-02-23 08:58:09	","	2022-02-23 08:58:09	","	147386168	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:58:21	","	2022-02-23 08:58:21	","	2022-02-23 08:58:21	","	147380029	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:58:25	","	2022-02-23 08:58:25	","	2022-02-23 08:58:25	","	147372102	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:58:28	","	2022-02-23 08:58:28	","	2022-02-23 08:58:28	","	147392991	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:58:30	","	2022-02-23 08:58:30	","	2022-02-23 08:58:30	","	147383619	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:58:33	","	2022-02-23 08:58:33	","	2022-02-23 08:58:33	","	147377989	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:58:38	","	2022-02-23 08:58:38	","	2022-02-23 08:58:38	","	147393570	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:58:38	","	2022-02-23 08:58:38	","	2022-02-23 08:58:38	","	147389815	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:58:39	","	2022-02-23 08:58:39	","	2022-02-23 08:58:39	","	147386156	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:58:46	","	2022-02-23 08:58:46	","	2022-02-23 08:58:46	","	147393466	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:58:51	","	2022-02-23 08:58:51	","	2022-02-23 08:58:51	","	147381995	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:59:01	","	2022-02-23 08:59:01	","	2022-02-23 08:59:01	","	111945055	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:59:01	","	2022-02-23 08:59:01	","	2022-02-23 08:59:01	","	147381995	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:59:13	","	2022-02-23 08:59:13	","	2022-02-23 08:59:13	","	147385851	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:59:16	","	2022-02-23 08:59:16	","	2022-02-23 08:59:16	","	147393625	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 08:59:34	","	2022-02-23 08:59:34	","	2022-02-23 08:59:34	","	147392959	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 08:59:41	","	2022-02-23 08:59:41	","	2022-02-23 08:59:41	","	147386168	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:59:56	","	2022-02-23 08:59:56	","	2022-02-23 08:59:56	","	147385984	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:59:57	","	2022-02-23 08:59:57	","	2022-02-23 08:59:57	","	147384506	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 08:59:57	","	2022-02-23 08:59:57	","	2022-02-23 08:59:57	","	147389607	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 09:00:00	","	2022-02-23 09:00:00	","	2022-02-23 09:00:00	","	147385738	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:04	","	2022-02-23 09:00:04	","	2022-02-23 09:00:04	","	147391148	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:07	","	2022-02-23 09:00:07	","	2022-02-23 09:00:07	","	147375404	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:07	","	2022-02-23 09:00:07	","	2022-02-23 09:00:07	","	147392959	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:18	","	2022-02-23 09:00:18	","	2022-02-23 09:00:18	","	147375404	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:18	","	2022-02-23 09:00:18	","	2022-02-23 09:00:18	","	147392774	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:18	","	2022-02-23 09:00:18	","	2022-02-23 09:00:18	","	147386168	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 09:00:19	","	2022-02-23 09:00:19	","	2022-02-23 09:00:19	","	147392568	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:21	","	2022-02-23 09:00:21	","	2022-02-23 09:00:21	","	147386338	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:25	","	2022-02-23 09:00:25	","	2022-02-23 09:00:25	","	147393744	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:25	","	2022-02-23 09:00:25	","	2022-02-23 09:00:25	","	147390425	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:27	","	2022-02-23 09:00:27	","	2022-02-23 09:00:27	","	147385738	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:27	","	2022-02-23 09:00:27	","	2022-02-23 09:00:27	","	147388850	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:31	","	2022-02-23 09:00:31	","	2022-02-23 09:00:31	","	147387412	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:38	","	2022-02-23 09:00:38	","	2022-02-23 09:00:38	","	147387160	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:41	","	2022-02-23 09:00:41	","	2022-02-23 09:00:41	","	147390425	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 09:00:46	","	2022-02-23 09:00:46	","	2022-02-23 09:00:46	","	147372824	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:00:48	","	2022-02-23 09:00:48	","	2022-02-23 09:00:48	","	147389607	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 09:00:48	","	2022-02-23 09:00:48	","	2022-02-23 09:00:48	","	147390425	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 09:00:52	","	2022-02-23 09:00:52	","	2022-02-23 09:00:52	","	147389607	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 09:01:00	","	2022-02-23 09:01:00	","	2022-02-23 09:01:00	","	147393723	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:02	","	2022-02-23 09:01:02	","	2022-02-23 09:01:02	","	147393822	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:02	","	2022-02-23 09:01:02	","	2022-02-23 09:01:02	","	147375946	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:06	","	2022-02-23 09:01:06	","	2022-02-23 09:01:06	","	111944907	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:06	","	2022-02-23 09:01:06	","	2022-02-23 09:01:06	","	147388768	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:06	","	2022-02-23 09:01:06	","	2022-02-23 09:01:06	","	111944907	","	222865147	","	51154010	","	accesslog	",1727
,"	2022-02-23 09:01:07	","	2022-02-23 09:01:07	","	2022-02-23 09:01:07	","	147373053	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:07	","	2022-02-23 09:01:07	","	2022-02-23 09:01:07	","	147393466	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:17	","	2022-02-23 09:01:17	","	2022-02-23 09:01:17	","	147388450	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:24	","	2022-02-23 09:01:24	","	2022-02-23 09:01:24	","	147392752	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:24	","	2022-02-23 09:01:24	","	2022-02-23 09:01:24	","	147388850	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 09:01:24	","	2022-02-23 09:01:24	","	2022-02-23 09:01:24	","	147375946	","	222865147	","	51154015	","	accesslog	",1727
,"	2022-02-23 09:01:28	","	2022-02-23 09:01:28	","	2022-02-23 09:01:28	","	147373053	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:42	","	2022-02-23 09:01:42	","	2022-02-23 09:01:42	","	147387824	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:43	","	2022-02-23 09:01:43	","	2022-02-23 09:01:43	","	147385872	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:47	","	2022-02-23 09:01:47	","	2022-02-23 09:01:47	","	147381066	","	222865147	","	51154010	","	WorkLog	",1727
,"	2022-02-23 09:01:49	","	2022-02-23 09:01:49	","	2022-02-23 09:01:49	","	147387412	","	222865147	","	51154015	","	accesslog	",1727
