id,insert_time,create_time,last_modify_time,personid,courseid,clazzid,type,fid
"","	2022-03-07 14:03:56	","	2022-03-07 14:03:56	","	2022-03-07 14:03:56	","	197686422	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:03:59	","	2022-03-07 14:03:59	","	2022-03-07 14:03:59	","	197685741	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:04:00	","	2022-03-07 14:04:00	","	2022-03-07 14:04:00	","	197689476	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:04:02	","	2022-03-07 14:04:02	","	2022-03-07 14:04:02	","	197688680	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:04:05	","	2022-03-07 14:04:05	","	2022-03-07 14:04:05	","	197685741	","	222652756	","	50621834	","	accesslog	",1727
"","	2022-03-07 14:04:40	","	2022-03-07 14:04:40	","	2022-03-07 14:04:40	","	197689439	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:05:26	","	2022-03-07 14:05:26	","	2022-03-07 14:05:26	","	197689211	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:05:53	","	2022-03-07 14:05:53	","	2022-03-07 14:05:53	","	197689582	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:06:17	","	2022-03-07 14:06:17	","	2022-03-07 14:06:17	","	197688203	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:06:27	","	2022-03-07 14:06:27	","	2022-03-07 14:06:27	","	197687382	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:06:45	","	2022-03-07 14:06:45	","	2022-03-07 14:06:45	","	197687907	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:06:52	","	2022-03-07 14:06:52	","	2022-03-07 14:06:52	","	147393836	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:06:54	","	2022-03-07 14:06:54	","	2022-03-07 14:06:54	","	197685005	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:06:59	","	2022-03-07 14:06:59	","	2022-03-07 14:06:59	","	197687279	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:07:06	","	2022-03-07 14:07:06	","	2022-03-07 14:07:06	","	197688454	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:07:11	","	2022-03-07 14:07:11	","	2022-03-07 14:07:11	","	197688454	","	222652756	","	50621834	","	accesslog	",1727
"","	2022-03-07 14:07:31	","	2022-03-07 14:07:31	","	2022-03-07 14:07:31	","	197688036	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:07:53	","	2022-03-07 14:07:53	","	2022-03-07 14:07:53	","	197688314	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:08:37	","	2022-03-07 14:08:37	","	2022-03-07 14:08:37	","	197686322	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:09:21	","	2022-03-07 14:09:21	","	2022-03-07 14:09:21	","	197687225	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:10:30	","	2022-03-07 14:10:30	","	2022-03-07 14:10:30	","	197688362	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:11:03	","	2022-03-07 14:11:03	","	2022-03-07 14:11:03	","	197687361	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:11:09	","	2022-03-07 14:11:09	","	2022-03-07 14:11:09	","	197685785	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:11:54	","	2022-03-07 14:11:54	","	2022-03-07 14:11:54	","	197689154	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:12:14	","	2022-03-07 14:12:14	","	2022-03-07 14:12:14	","	197688075	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:13:13	","	2022-03-07 14:13:13	","	2022-03-07 14:13:13	","	197685908	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:16:20	","	2022-03-07 14:16:20	","	2022-03-07 14:16:20	","	147389380	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-07 14:17:21	","	2022-03-07 14:17:21	","	2022-03-07 14:17:21	","	147375723	","	222807286	","	51037243	","	accesslog	",1727
"","	2022-03-07 14:17:44	","	2022-03-07 14:17:44	","	2022-03-07 14:17:44	","	111945162	","	222820410	","	51027597	","	examanswer	",1727
"","	2022-03-07 14:17:44	","	2022-03-07 14:17:44	","	2022-03-07 14:17:44	","	111945162	","	222820410	","	51027597	","	examscore	",1727
"","	2022-03-07 14:18:11	","	2022-03-07 14:18:11	","	2022-03-07 14:18:11	","	147375723	","	222807286	","	51037243	","	accesslog	",1727
"","	2022-03-07 14:18:41	","	2022-03-07 14:18:41	","	2022-03-07 14:18:41	","	111945162	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 14:18:57	","	2022-03-07 14:18:57	","	2022-03-07 14:18:57	","	197687315	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:20:55	","	2022-03-07 14:20:55	","	2022-03-07 14:20:55	","	197687415	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:21:43	","	2022-03-07 14:21:43	","	2022-03-07 14:21:43	","	147383645	","	222865147	","	51154010	","	workanswer	",1727
"","	2022-03-07 14:21:43	","	2022-03-07 14:21:43	","	2022-03-07 14:21:43	","	147383645	","	222865147	","	51154010	","	workscore	",1727
"","	2022-03-07 14:22:55	","	2022-03-07 14:22:55	","	2022-03-07 14:22:55	","	197687841	","	222652756	","	50621834	","	accesslog	",1727
"","	2022-03-07 14:23:19	","	2022-03-07 14:23:19	","	2022-03-07 14:23:19	","	197685586	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:24:01	","	2022-03-07 14:24:01	","	2022-03-07 14:24:01	","	147385984	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-07 14:25:29	","	2022-03-07 14:25:29	","	2022-03-07 14:25:29	","	153867291	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-07 14:26:22	","	2022-03-07 14:26:22	","	2022-03-07 14:26:22	","	153867291	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-07 14:29:07	","	2022-03-07 14:29:07	","	2022-03-07 14:29:07	","	147385984	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-07 14:29:41	","	2022-03-07 14:29:41	","	2022-03-07 14:29:41	","	197688237	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:31:44	","	2022-03-07 14:31:44	","	2022-03-07 14:31:44	","	147385984	","	222865147	","	51154010	","	workanswer	",1727
"","	2022-03-07 14:31:44	","	2022-03-07 14:31:44	","	2022-03-07 14:31:44	","	147385984	","	222865147	","	51154010	","	workscore	",1727
"","	2022-03-07 14:32:36	","	2022-03-07 14:32:36	","	2022-03-07 14:32:36	","	197688230	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:32:48	","	2022-03-07 14:32:48	","	2022-03-07 14:32:48	","	153867291	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-07 14:33:33	","	2022-03-07 14:33:33	","	2022-03-07 14:33:33	","	147375404	","	222865147	","	51154010	","	workanswer	",1727
"","	2022-03-07 14:33:33	","	2022-03-07 14:33:33	","	2022-03-07 14:33:33	","	147375404	","	222865147	","	51154010	","	workscore	",1727
"","	2022-03-07 14:36:09	","	2022-03-07 14:36:09	","	2022-03-07 14:36:09	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 14:36:44	","	2022-03-07 14:36:44	","	2022-03-07 14:36:44	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 14:38:35	","	2022-03-07 14:38:35	","	2022-03-07 14:38:35	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 14:39:41	","	2022-03-07 14:39:41	","	2022-03-07 14:39:41	","	197689373	","	222652756	","	50621835	","	accesslog	",1727
"","	2022-03-07 14:40:06	","	2022-03-07 14:40:06	","	2022-03-07 14:40:06	","	147393272	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 14:41:24	","	2022-03-07 14:41:24	","	2022-03-07 14:41:24	","	147383959	","	222807286	","	51037243	","	accesslog	",1727
"","	2022-03-07 14:41:55	","	2022-03-07 14:41:55	","	2022-03-07 14:41:55	","	147383959	","	222807286	","	51037243	","	accesslog	",1727
"","	2022-03-07 14:42:26	","	2022-03-07 14:42:26	","	2022-03-07 14:42:26	","	147383959	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 14:44:06	","	2022-03-07 14:44:06	","	2022-03-07 14:44:06	","	153867410	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:45:57	","	2022-03-07 14:45:57	","	2022-03-07 14:45:57	","	197686340	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:47:27	","	2022-03-07 14:47:27	","	2022-03-07 14:47:27	","	197687820	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:49:34	","	2022-03-07 14:49:34	","	2022-03-07 14:49:34	","	147385776	","	222652756	","	50621834	","	accesslog	",1727
"","	2022-03-07 14:50:03	","	2022-03-07 14:50:03	","	2022-03-07 14:50:03	","	111946884	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 14:50:06	","	2022-03-07 14:50:06	","	2022-03-07 14:50:06	","	147385776	","	222652756	","	50621834	","	accesslog	",1727
"","	2022-03-07 14:50:33	","	2022-03-07 14:50:33	","	2022-03-07 14:50:33	","	111946884	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 14:54:31	","	2022-03-07 14:54:31	","	2022-03-07 14:54:31	","	147391944	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:54:59	","	2022-03-07 14:54:59	","	2022-03-07 14:54:59	","	197688057	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 14:55:48	","	2022-03-07 14:55:48	","	2022-03-07 14:55:48	","	197688573	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 15:10:50	","	2022-03-07 15:10:50	","	2022-03-07 15:10:50	","	147383291	","	222807286	","	51037243	","	accesslog	",1727
"","	2022-03-07 15:13:25	","	2022-03-07 15:13:25	","	2022-03-07 15:13:25	","	147383291	","	222807286	","	51037243	","	accesslog	",1727
"","	2022-03-07 15:13:59	","	2022-03-07 15:13:59	","	2022-03-07 15:13:59	","	147383291	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:14:47	","	2022-03-07 15:14:47	","	2022-03-07 15:14:47	","	147383291	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:16:24	","	2022-03-07 15:16:24	","	2022-03-07 15:16:24	","	147392184	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-07 15:24:25	","	2022-03-07 15:24:25	","	2022-03-07 15:24:25	","	147392316	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:25:59	","	2022-03-07 15:25:59	","	2022-03-07 15:25:59	","	147392316	","	222807286	","	50989234	","	workanswer	",1727
"","	2022-03-07 15:25:59	","	2022-03-07 15:25:59	","	2022-03-07 15:25:59	","	147392316	","	222807286	","	50989234	","	workscore	",1727
"","	2022-03-07 15:26:04	","	2022-03-07 15:26:04	","	2022-03-07 15:26:04	","	147392316	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:34:06	","	2022-03-07 15:34:06	","	2022-03-07 15:34:06	","	111947801	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-03-07 15:34:16	","	2022-03-07 15:34:16	","	2022-03-07 15:34:16	","	197685528	","	222652756	","	50621834	","	accesslog	",1727
"","	2022-03-07 15:34:30	","	2022-03-07 15:34:30	","	2022-03-07 15:34:30	","	147380022	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-03-07 15:35:12	","	2022-03-07 15:35:12	","	2022-03-07 15:35:12	","	147392509	","	222807286	","	51037243	","	accesslog	",1727
"","	2022-03-07 15:35:20	","	2022-03-07 15:35:20	","	2022-03-07 15:35:20	","	147392509	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:35:48	","	2022-03-07 15:35:48	","	2022-03-07 15:35:48	","	197688550	","	222652756	","	50621835	","	accesslog	",1727
"","	2022-03-07 15:36:32	","	2022-03-07 15:36:32	","	2022-03-07 15:36:32	","	147376399	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 15:36:33	","	2022-03-07 15:36:33	","	2022-03-07 15:36:33	","	111947801	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-03-07 15:41:07	","	2022-03-07 15:41:07	","	2022-03-07 15:41:07	","	147393272	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 15:43:58	","	2022-03-07 15:43:58	","	2022-03-07 15:43:58	","	147376399	","	222807286	","	50989234	","	workanswer	",1727
"","	2022-03-07 15:43:58	","	2022-03-07 15:43:58	","	2022-03-07 15:43:58	","	147376399	","	222807286	","	50989234	","	workscore	",1727
"","	2022-03-07 15:44:07	","	2022-03-07 15:44:07	","	2022-03-07 15:44:07	","	147388434	","	222652756	","	50621834	","	WorkLog	",1727
"","	2022-03-07 15:44:42	","	2022-03-07 15:44:42	","	2022-03-07 15:44:42	","	147376399	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:45:25	","	2022-03-07 15:45:25	","	2022-03-07 15:45:25	","	147376399	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:48:05	","	2022-03-07 15:48:05	","	2022-03-07 15:48:05	","	147388338	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 15:48:55	","	2022-03-07 15:48:55	","	2022-03-07 15:48:55	","	147392298	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-07 15:49:18	","	2022-03-07 15:49:18	","	2022-03-07 15:49:18	","	111945472	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 15:50:40	","	2022-03-07 15:50:40	","	2022-03-07 15:50:40	","	147392298	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-07 15:51:38	","	2022-03-07 15:51:38	","	2022-03-07 15:51:38	","	147392298	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-07 15:53:29	","	2022-03-07 15:53:29	","	2022-03-07 15:53:29	","	111948577	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 15:55:47	","	2022-03-07 15:55:47	","	2022-03-07 15:55:47	","	51464314	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:56:20	","	2022-03-07 15:56:20	","	2022-03-07 15:56:20	","	147393692	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 15:56:54	","	2022-03-07 15:56:54	","	2022-03-07 15:56:54	","	51464314	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:57:23	","	2022-03-07 15:57:23	","	2022-03-07 15:57:23	","	51464314	","	222807286	","	50989234	","	AttendLog11	",1727
"","	2022-03-07 15:57:25	","	2022-03-07 15:57:25	","	2022-03-07 15:57:25	","	51464314	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:57:57	","	2022-03-07 15:57:57	","	2022-03-07 15:57:57	","	51464314	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 15:58:28	","	2022-03-07 15:58:28	","	2022-03-07 15:58:28	","	111946538	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:00:12	","	2022-03-07 16:00:12	","	2022-03-07 16:00:12	","	147393692	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 16:00:43	","	2022-03-07 16:00:43	","	2022-03-07 16:00:43	","	147393692	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 16:01:08	","	2022-03-07 16:01:08	","	2022-03-07 16:01:08	","	111946538	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:01:21	","	2022-03-07 16:01:21	","	2022-03-07 16:01:21	","	147393692	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 16:01:30	","	2022-03-07 16:01:30	","	2022-03-07 16:01:30	","	111946538	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-07 16:03:53	","	2022-03-07 16:03:53	","	2022-03-07 16:03:53	","	51464314	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:05:34	","	2022-03-07 16:05:34	","	2022-03-07 16:05:34	","	111946884	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:05:47	","	2022-03-07 16:05:47	","	2022-03-07 16:05:47	","	111946884	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 16:05:53	","	2022-03-07 16:05:53	","	2022-03-07 16:05:53	","	51464314	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:06:51	","	2022-03-07 16:06:51	","	2022-03-07 16:06:51	","	147392472	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 16:07:40	","	2022-03-07 16:07:40	","	2022-03-07 16:07:40	","	111944803	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:08:47	","	2022-03-07 16:08:47	","	2022-03-07 16:08:47	","	147392752	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-07 16:09:59	","	2022-03-07 16:09:59	","	2022-03-07 16:09:59	","	147386046	","	222760546	","	50868133	","	accesslog	",1727
"","	2022-03-07 16:11:35	","	2022-03-07 16:11:35	","	2022-03-07 16:11:35	","	147393286	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 16:11:46	","	2022-03-07 16:11:46	","	2022-03-07 16:11:46	","	147393286	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:12:16	","	2022-03-07 16:12:16	","	2022-03-07 16:12:16	","	147393286	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:12:31	","	2022-03-07 16:12:31	","	2022-03-07 16:12:31	","	51464314	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:14:23	","	2022-03-07 16:14:23	","	2022-03-07 16:14:23	","	111948577	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:17:40	","	2022-03-07 16:17:40	","	2022-03-07 16:17:40	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:18:22	","	2022-03-07 16:18:22	","	2022-03-07 16:18:22	","	111946538	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:18:42	","	2022-03-07 16:18:42	","	2022-03-07 16:18:42	","	153867175	","	222808035	","	50991373	","	piyuework	",1727
"","	2022-03-07 16:19:02	","	2022-03-07 16:19:02	","	2022-03-07 16:19:02	","	111948436	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-03-07 16:19:55	","	2022-03-07 16:19:55	","	2022-03-07 16:19:55	","	153867175	","	222808035	","	50991373	","	piyuework	",1727
"","	2022-03-07 16:22:23	","	2022-03-07 16:22:23	","	2022-03-07 16:22:23	","	111943801	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-03-07 16:23:19	","	2022-03-07 16:23:19	","	2022-03-07 16:23:19	","	147393060	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-07 16:24:53	","	2022-03-07 16:24:53	","	2022-03-07 16:24:53	","	147393765	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-07 16:25:08	","	2022-03-07 16:25:08	","	2022-03-07 16:25:08	","	147381317	","	222807286	","	51037242	","	accesslog	",1727
"","	2022-03-07 16:25:09	","	2022-03-07 16:25:09	","	2022-03-07 16:25:09	","	147381317	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:25:21	","	2022-03-07 16:25:21	","	2022-03-07 16:25:21	","	51455892	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:25:37	","	2022-03-07 16:25:37	","	2022-03-07 16:25:37	","	147388338	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-07 16:26:02	","	2022-03-07 16:26:02	","	2022-03-07 16:26:02	","	147381317	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:26:07	","	2022-03-07 16:26:07	","	2022-03-07 16:26:07	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:26:48	","	2022-03-07 16:26:48	","	2022-03-07 16:26:48	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:27:59	","	2022-03-07 16:27:59	","	2022-03-07 16:27:59	","	147392984	","	222807286	","	50989234	","	workanswer	",1727
"","	2022-03-07 16:27:59	","	2022-03-07 16:27:59	","	2022-03-07 16:27:59	","	147392984	","	222807286	","	50989234	","	workscore	",1727
"","	2022-03-07 16:28:00	","	2022-03-07 16:28:00	","	2022-03-07 16:28:00	","	147388338	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:28:59	","	2022-03-07 16:28:59	","	2022-03-07 16:28:59	","	153867360	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-07 16:31:25	","	2022-03-07 16:31:25	","	2022-03-07 16:31:25	","	111948577	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:35:08	","	2022-03-07 16:35:08	","	2022-03-07 16:35:08	","	111948436	","	222808035	","	50991373	","	workanswer	",1727
"","	2022-03-07 16:35:13	","	2022-03-07 16:35:13	","	2022-03-07 16:35:13	","	111948436	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-03-07 16:38:11	","	2022-03-07 16:38:11	","	2022-03-07 16:38:11	","	111948436	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-03-07 16:40:27	","	2022-03-07 16:40:27	","	2022-03-07 16:40:27	","	147381066	","	222865147	","	51154015	","	accesslog	",1727
"","	2022-03-07 16:40:32	","	2022-03-07 16:40:32	","	2022-03-07 16:40:32	","	147381066	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-07 16:45:18	","	2022-03-07 16:45:18	","	2022-03-07 16:45:18	","	111946538	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-07 16:45:26	","	2022-03-07 16:45:26	","	2022-03-07 16:45:26	","	111946538	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:46:50	","	2022-03-07 16:46:50	","	2022-03-07 16:46:50	","	111947311	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-07 16:47:40	","	2022-03-07 16:47:40	","	2022-03-07 16:47:40	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:47:49	","	2022-03-07 16:47:49	","	2022-03-07 16:47:49	","	111946538	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-07 16:48:00	","	2022-03-07 16:48:00	","	2022-03-07 16:48:00	","	111946538	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:50:03	","	2022-03-07 16:50:03	","	2022-03-07 16:50:03	","	111946538	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:50:41	","	2022-03-07 16:50:41	","	2022-03-07 16:50:41	","	111946538	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:50:51	","	2022-03-07 16:50:51	","	2022-03-07 16:50:51	","	147375598	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-07 16:51:00	","	2022-03-07 16:51:00	","	2022-03-07 16:51:00	","	111947311	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-07 16:51:12	","	2022-03-07 16:51:12	","	2022-03-07 16:51:12	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:51:15	","	2022-03-07 16:51:15	","	2022-03-07 16:51:15	","	111946538	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 16:52:25	","	2022-03-07 16:52:25	","	2022-03-07 16:52:25	","	147385971	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:55:19	","	2022-03-07 16:55:19	","	2022-03-07 16:55:19	","	147385971	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 16:57:02	","	2022-03-07 16:57:02	","	2022-03-07 16:57:02	","	147388338	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-07 16:58:26	","	2022-03-07 16:58:26	","	2022-03-07 16:58:26	","	147388338	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:03:01	","	2022-03-07 17:03:01	","	2022-03-07 17:03:01	","	147385971	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 17:03:32	","	2022-03-07 17:03:32	","	2022-03-07 17:03:32	","	147385971	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 17:04:05	","	2022-03-07 17:04:05	","	2022-03-07 17:04:05	","	147390616	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-07 17:05:09	","	2022-03-07 17:05:09	","	2022-03-07 17:05:09	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:06:16	","	2022-03-07 17:06:16	","	2022-03-07 17:06:16	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:06:46	","	2022-03-07 17:06:46	","	2022-03-07 17:06:46	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:09:03	","	2022-03-07 17:09:03	","	2022-03-07 17:09:03	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:10:07	","	2022-03-07 17:10:07	","	2022-03-07 17:10:07	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:10:44	","	2022-03-07 17:10:44	","	2022-03-07 17:10:44	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:13:23	","	2022-03-07 17:13:23	","	2022-03-07 17:13:23	","	147388338	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:14:23	","	2022-03-07 17:14:23	","	2022-03-07 17:14:23	","	147388338	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:14:32	","	2022-03-07 17:14:32	","	2022-03-07 17:14:32	","	147388338	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:14:59	","	2022-03-07 17:14:59	","	2022-03-07 17:14:59	","	147388338	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:15:50	","	2022-03-07 17:15:50	","	2022-03-07 17:15:50	","	147388338	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:16:18	","	2022-03-07 17:16:18	","	2022-03-07 17:16:18	","	147388338	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:19:02	","	2022-03-07 17:19:02	","	2022-03-07 17:19:02	","	147374755	","	222807286	","	50989234	","	workanswer	",1727
"","	2022-03-07 17:19:02	","	2022-03-07 17:19:02	","	2022-03-07 17:19:02	","	147374755	","	222807286	","	50989234	","	workscore	",1727
"","	2022-03-07 17:21:17	","	2022-03-07 17:21:17	","	2022-03-07 17:21:17	","	111947311	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-07 17:24:07	","	2022-03-07 17:24:07	","	2022-03-07 17:24:07	","	112709080	","	222602451	",,"	bbslog	",1727
"","	2022-03-07 17:27:07	","	2022-03-07 17:27:07	","	2022-03-07 17:27:07	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:29:44	","	2022-03-07 17:29:44	","	2022-03-07 17:29:44	","	111947311	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-07 17:29:49	","	2022-03-07 17:29:49	","	2022-03-07 17:29:49	","	111947311	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-07 17:30:14	","	2022-03-07 17:30:14	","	2022-03-07 17:30:14	","	153867091	","	222675513	",,"	creatework	",1727
